record_id,tsv_index,shuffled_rank,question,msc_code,domain,raw_response,model,latency_sec,timestamp
2286,2286,229,How many anomalies involve modifying data according to a specific result?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,4.321721167,2025-11-19T11:15:24.248698+00:00
4398,4398,230,"How many datasets have 'Objects', 'Parts', and 'Seg. Masks' but not 'Multi-Image'?",5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,4.556276667,2025-11-19T11:15:24.667438+00:00
7,7,231,"Which combination of Offset, Divergence, and Curl results in the highest mIoU[%]?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.452050209,2025-11-19T11:15:24.779598+00:00
1994,1994,226,What is the difference in the Cut Volume Limit for Shape A with ASA between the CSD w/ One-step Guide and CSD w/ Two-step Guide methods?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,7.951126458,2025-11-19T11:15:25.083556+00:00
7474,7474,232,Which model has the highest GE (R^2) score among the Pretrained Omics Language Models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.213623792,2025-11-19T11:15:26.152849+00:00
6975,6975,233,Which polarizability type has 'k_d' in its expression but not 'v_d'?,78,"Optics, electromagnetic theory","MSC code: 78
Domain: Optics, electromagnetic theory",gpt-5-mini,2.976673417,2025-11-19T11:15:26.756552+00:00
6527,6527,235,What is the difference between the highest and lowest HEG values for UMPIRE-FINETUNE methods?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.197433458,2025-11-19T11:15:28.865132+00:00
1817,1817,236,What is the highest mIoU [%] achieved for K% = 5?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.170851792,2025-11-19T11:15:28.950610+00:00
163,163,237,What is the BoolQ score for the dataset with the highest OBQA score?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.95304675,2025-11-19T11:15:29.036795+00:00
1235,1235,238,Which model shows a greater improvement in Aesthetic Quality compared to Dynamic Degree?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.108755,2025-11-19T11:15:30.261827+00:00
4017,4017,242,Which abbreviation stands for 'Massive Machine Type Communications'?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,3.411896125,2025-11-19T11:15:32.448873+00:00
4367,4367,243,What is the difference in the number of training samples between 'Epigenetic Marks Prediction' and 'Covid Variant Classification'?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.78936825,2025-11-19T11:15:33.051318+00:00
2904,2904,239,What is the difference in the number of categories between 'Harm to human' and 'Harm to property'?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,7.227774042,2025-11-19T11:15:33.984608+00:00
7059,7059,241,What is the ratio of the highest to lowest sustaining power for devices with a fixed power value?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,6.188654834,2025-11-19T11:15:35.139396+00:00
1204,1204,244,What is the accuracy difference between VGG16 and ResNet18 on CIFAR-10 Pre-train?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.722687792,2025-11-19T11:15:35.171708+00:00
7777,7777,240,What is the difference between the max and min following distances?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,6.94637375,2025-11-19T11:15:35.811639+00:00
2057,2057,234,What is the difference in cut volume limit between the two methods for Shape A with ASA?,52,Convex and discrete geometry,"MSC code: 52
Domain: Convex and discrete geometry",gpt-5-mini,12.13566425,2025-11-19T11:15:36.384501+00:00
5370,5370,245,"If the lower learning rate is used, what is the total learning rate across all tasks?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.38030825,2025-11-19T11:15:36.431849+00:00
5676,5676,248,What is the difference between the highest and lowest scores in the pg15training dataset?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.69163125,2025-11-19T11:15:37.863450+00:00
638,638,246,Which method has the lowest planning time for Shape A with PC?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.195552208,2025-11-19T11:15:38.180331+00:00
6811,6811,251,How many genes across all cancer types have a Pearson value above 0.700?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.904615333,2025-11-19T11:15:39.336569+00:00
3588,3588,247,In which indicator dimension would you find 'traceability'?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,4.482870833,2025-11-19T11:15:39.624264+00:00
1708,1708,250,"What is the average SR(goal) for Lota-Bench, LLM-Planner, and CoELA?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.351754167,2025-11-19T11:15:39.736438+00:00
356,356,252,"Which case has the highest number of iterations to converge using the Traditional, case start method?",65,Numerical analysis,"MSC code: 65
Domain: Numerical analysis",gpt-5-mini,3.232741583,2025-11-19T11:15:41.096373+00:00
52,52,253,Calculate the average of the highest values for the Euler ODE solver (DDIM sampler) on FFHQ 128 across all NFE values.,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.948626167,2025-11-19T11:15:41.129051+00:00
7117,7117,256,"If you divide the MAE for NMSS by the MAE for CCF, what do you get (rounded to 2 decimal places)?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.466109125,2025-11-19T11:15:42.202734+00:00
7477,7477,249,What fraction of the total score across all tasks does AX-AppleBluePlate represent?,97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,6.665140708,2025-11-19T11:15:42.476906+00:00
6253,6253,257,Which model has the highest overall score for long inputs?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.007886708,2025-11-19T11:15:43.104458+00:00
3016,3016,254,What is the sum of the Max-steady-state values for all initial solutions?,37,Dynamical systems and ergodic theory,"MSC code: 37
Domain: Dynamical systems and ergodic theory",gpt-5-mini,4.69913275,2025-11-19T11:15:44.035792+00:00
7430,7430,258,What is the total number of tasks that have a fine-tuned score of 3/10?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.834774042,2025-11-19T11:15:45.963942+00:00
6126,6126,255,How many milliseconds longer is the latency of the configuration with PB compared to the one with only Cartesian?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.341606208,2025-11-19T11:15:45.966248+00:00
6137,6137,259,"If you average the F1 scores of ASTNN and GMN, what do you get?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.812838417,2025-11-19T11:15:48.015869+00:00
2814,2814,260,What is the total PESQ value if 'Ours- random - 1' is doubled?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,6.325052042,2025-11-19T11:15:48.802098+00:00
3660,3660,262,Which protein has the smallest difference between Steady State and Initial Condition?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,4.923902083,2025-11-19T11:15:48.959915+00:00
4526,4526,261,Which configuration has the lowest confidence threshold?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.970441792,2025-11-19T11:15:49.075143+00:00
1140,1140,263,Which metric shows a higher percentage for SMILES compared to SELFIES?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.401135833,2025-11-19T11:15:50.365195+00:00
4944,4944,264,What is the sum of all values in the FxVSNLMS Wang et al. [2021] column?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.629436709,2025-11-19T11:15:50.595883+00:00
4436,4436,267,What is the standard deviation of the accuracy for Single Omics Data using DNA methylation?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.79744125,2025-11-19T11:15:51.757516+00:00
4757,4757,265,What is the lowest accuracy achieved by any model and undersampling method combination?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.014942334,2025-11-19T11:15:52.031005+00:00
903,903,266,Which variable represents the delivery time of the last module of PI-container s delivered to the destination terminal?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,3.410527667,2025-11-19T11:15:52.212730+00:00
1322,1322,269,What is the difference in performance of 'Press' between Susie and GR-1 for Unseen Tasks?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.374991917,2025-11-19T11:15:52.740350+00:00
106,106,268,What is the difference in 'Avg. Len' between 'VPP (ours)' and '3D Diffuser Actor [30]'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.417455292,2025-11-19T11:15:53.492782+00:00
4878,4878,270,What percentage improvement does ROSKA show over ROSKA-0% on the ShadowHand task?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.215192958,2025-11-19T11:15:53.811200+00:00
7549,7549,271,What is the highest equation number shown?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,3.475548625,2025-11-19T11:15:55.233269+00:00
461,461,274,Which model has the highest difference between C-Unsafe and SR(LLM)?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.684756,2025-11-19T11:15:55.425260+00:00
7112,7112,275,How many tokenizers use FlowAR as their generator?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.470688209,2025-11-19T11:15:55.963586+00:00
4974,4974,273,What is the alphabetically first featurizer name listed?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.185478333,2025-11-19T11:15:56.398280+00:00
3753,3753,272,What is the POS value for the 3/3 configuration?,3,Mathematical logic and foundations,"MSC code: 03
Domain: Mathematical logic and foundations",gpt-5-mini,8.371950583,2025-11-19T11:16:00.403569+00:00
118,118,280,Which method shows a greater difference between Subject Consistency and Aesthetic Quality?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.430330291,2025-11-19T11:16:00.830582+00:00
6556,6556,279,Which quantization method has the highest α-W4 value?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.50190425,2025-11-19T11:16:03.465681+00:00
3521,3521,277,Which method shows the greatest improvement in FVD from Single-Point to Multi-Points?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,9.29760425,2025-11-19T11:16:04.531081+00:00
2411,2411,282,Which task involves the most classes?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.9032795,2025-11-19T11:16:04.734078+00:00
2121,2121,281,"If you were to increase the DPPC mol% by 5 in each designation, which would have the highest DPPC mol%?",92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,4.9138095,2025-11-19T11:16:05.317548+00:00
7735,7735,276,Which parameter has the highest numerical value?,6,"Order, lattices, ordered algebraic structures","MSC code: 06
Domain: Order, lattices, ordered algebraic structures",gpt-5-mini,13.59343229,2025-11-19T11:16:07.404803+00:00
5819,5819,286,What is the largest performance gap between a frozen and non-frozen version of the same Pretrained Omics Language Model for the EC Fmax% metric?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.032524958,2025-11-19T11:16:08.350169+00:00
1810,1810,284,Which method's pre-processing complexity includes a square root term?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.616345833,2025-11-19T11:16:09.147615+00:00
6593,6593,278,"What is the product of the values for MinEStateIndex, MaxAbsEStateIndex, and MaxEStateIndex?",0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,15.22027775,2025-11-19T11:16:10.645987+00:00
7405,7405,285,What is the product of the speed of sound and density for water?,76,Fluid mechanics,"MSC code: 76
Domain: Fluid mechanics",gpt-5-mini,6.107006041,2025-11-19T11:16:10.841234+00:00
6834,6834,287,What is the difference between the highest and lowest Paramars(M) values?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.7552845,2025-11-19T11:16:11.160543+00:00
4086,4086,289,What is the average of the first three numerical values in the 'Regression' dataset's 'Prediction' column?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.826958167,2025-11-19T11:16:11.974778+00:00
2077,2077,283,Which parameter has a dimension of cm$^{3}$/(g day)?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,9.121967167,2025-11-19T11:16:12.587856+00:00
5785,5785,290,How many more remaining samples does MobileNet-V2 have for TLC-finetuning compared to the Dense model?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.39367575,2025-11-19T11:16:13.039868+00:00
2170,2170,292,What effect does a high c value have on the complementary slackness curve?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,3.591569292,2025-11-19T11:16:14.752307+00:00
2255,2255,291,What is the efficiency comparison between the ckt solver and the Simplex solver?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,5.094923041,2025-11-19T11:16:15.936230+00:00
21,21,294,Which model has the lowest Zero-Shot BLEU-2 score but a higher Zero-Shot CoT BLEU-2 score than Llama-3-70B?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.47410275,2025-11-19T11:16:16.062062+00:00
4624,4624,295,What is the difference between the total batch sizes for RPI and CRI-Off?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.508915583,2025-11-19T11:16:17.548970+00:00
3631,3631,288,What is the difference between λ$_{C}$ and λ$_{CI}$$_{γ}$?,3,Mathematical logic and foundations,"MSC code: 03
Domain: Mathematical logic and foundations",gpt-5-mini,9.625426791,2025-11-19T11:16:17.975764+00:00
4260,4260,293,What is the difference in PSNR between 64 frames (ours) and 1 frame for Shiny Assets?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,6.556340458,2025-11-19T11:16:18.531194+00:00
3921,3921,296,Which truck departs at 16:00 in the second table?,97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,4.495694084,2025-11-19T11:16:19.248201+00:00
6498,6498,298,What is the total sum of all RMSE values for the 'Ours' method?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.349821834,2025-11-19T11:16:19.412046+00:00
6756,6756,297,What is the percentage increase in Average distance for the Aggressive model from baseline to proposed?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.164144,2025-11-19T11:16:20.100849+00:00
3315,3315,299,"For Latent Dim. = 64.1, which #Tokens has the lowest Code Usage for VQ-VAE?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.250827209,2025-11-19T11:16:20.799967+00:00
3627,3627,301,"If the averaged intragastric pressure for Moderate sleeve is increased by 0.1 mmHg, what would be the new value?",92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.837604458,2025-11-19T11:16:22.368975+00:00
4712,4712,302,What is the sum of the Avg. Spearman scores for the top 3 performing models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.316823333,2025-11-19T11:16:22.565281+00:00
2069,2069,300,"If Config-3 had the same C$_{init}$ as Config-1, what would be the new C$_{init}$ value?",98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,5.23957725,2025-11-19T11:16:23.215493+00:00
6561,6561,304,What percentage improvement does E3WAE show over EDM for Asphericity MSE?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.261880792,2025-11-19T11:16:24.362908+00:00
7370,7370,303,Which model has the lowest FCD score?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.167290458,2025-11-19T11:16:24.579512+00:00
87,87,306,Which entry has the shortest path length?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,3.622846917,2025-11-19T11:16:25.991945+00:00
6460,6460,308,What is the average of the RGB-R values for both datasets?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.9869295,2025-11-19T11:16:26.202538+00:00
1083,1083,309,Which real-time method has the highest FPS?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.974046625,2025-11-19T11:16:27.337207+00:00
5502,5502,307,What percentage of the methods listed have an Average PCC value above 0.2?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.185523166,2025-11-19T11:16:27.751045+00:00
5362,5362,305,What is the sum of all the death/decay/removal rates listed in the table?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,7.132159875,2025-11-19T11:16:27.932415+00:00
1890,1890,310,Which row has the highest F1$_{mean}$ value?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.449230833,2025-11-19T11:16:28.028904+00:00
6892,6892,311,What is the average IS value for rows where Multi-Scale Fusion is not checked?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.21452225,2025-11-19T11:16:29.206648+00:00
5873,5873,312,What is the difference between the highest and lowest in-domain performance scores?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.386578625,2025-11-19T11:16:29.589316+00:00
2355,2355,314,"If the NFE values for UViT (latent) are averaged, what is the result?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.997933542,2025-11-19T11:16:30.749139+00:00
6535,6535,316,Which model has the highest maximum FPS?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.608809167,2025-11-19T11:16:31.637882+00:00
2574,2574,313,Which gas concentration has the smallest P$_{freespace}$ value?,80,"Classical thermodynamics, heat transfer","MSC code: 80
Domain: Classical thermodynamics, heat transfer",gpt-5-mini,6.097424417,2025-11-19T11:16:33.437414+00:00
3688,3688,318,Which task uses RMSE as a metric and has a sequence length of 170?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.926860166,2025-11-19T11:16:33.516248+00:00
5119,5119,315,By what percentage does the FG-ARI score for YouTube-VIS increase from the first row to the last row?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,7.431085875,2025-11-19T11:16:35.363791+00:00
2686,2686,320,What is the Benchmark Embodiment score for RING-LARGE V on Unitree A1?,93,Systems theory; control,"MSC code: 93
Domain: Systems theory; control",gpt-5-mini,4.760199083,2025-11-19T11:16:36.399185+00:00
6814,6814,322,Which device has the highest maximum sustaining power?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,2.97258025,2025-11-19T11:16:36.488961+00:00
3711,3711,319,What is the difference in WEI utilization levels between the Statistical model and Neural network Signal processing?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.627118041,2025-11-19T11:16:37.376367+00:00
3926,3926,321,Which method has the highest value at σ=5/255?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.360791667,2025-11-19T11:16:37.798358+00:00
6027,6027,323,What is the ratio of σx for Mode_9_30fps to Mode_5_30fps?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.600039458,2025-11-19T11:16:38.963991+00:00
5723,5723,317,"If the number of Trees doubled, what would be the new percentage for Trees?",97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,10.18277754,2025-11-19T11:16:39.389598+00:00
2262,2262,327,What is the sum of the standard deviations of q (ℓ/s) for Case (II) across all columns?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.093828375,2025-11-19T11:16:40.892348+00:00
5179,5179,329,What is the difference in Spearman score between the best and worst performing models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.6646535,2025-11-19T11:16:42.054408+00:00
5792,5792,328,By what percentage does the FG-ARI score for SLOT CONTRAST (LI) exceed that of Feat. Rec. (RI) in the MOVi-C dataset?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.133275083,2025-11-19T11:16:42.097417+00:00
6554,6554,326,What is the total model size in MB of the two smallest models?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,5.551769916,2025-11-19T11:16:42.928259+00:00
1757,1757,324,How much higher is the Winogrande score for ∆ ToEdit compared to OLMo-1B (PT)?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.04895575,2025-11-19T11:16:43.448256+00:00
1833,1833,331,What is the difference in the 'v' parameter between 'glu' and 'gly'?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.184740292,2025-11-19T11:16:45.239243+00:00
2515,2515,330,"For x=13, what is the operation between $_{ij}$a and $_{jk}$a in the Unweighted Motif x?",5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,5.036448083,2025-11-19T11:16:45.928948+00:00
3199,3199,325,"For the 5s prediction duration, which model shows the greatest difference between ADE and FDE in the NGSIM dataset?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,9.559852625,2025-11-19T11:16:46.048932+00:00
3079,3079,334,Which dataset is described as a co-purchasing network?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.742554584,2025-11-19T11:16:46.190946+00:00
3490,3490,335,Calculate the sum of ϵ$_{uw}$ (%) for VEGAS+ and fKLD under Λ + c → $_{pK}$-$_{π}$ +.2.,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,3.601205833,2025-11-19T11:16:48.840620+00:00
49,49,338,Which layer uses a stride of 2?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.933352333,2025-11-19T11:16:49.124440+00:00
633,633,333,How many more AMP classifications are there in the Train dataset compared to the Test dataset?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.754021417,2025-11-19T11:16:49.682388+00:00
5976,5976,332,How many times greater is the absorption coefficient of Water compared to Air?,78,"Optics, electromagnetic theory","MSC code: 78
Domain: Optics, electromagnetic theory",gpt-5-mini,7.974961292,2025-11-19T11:16:50.072481+00:00
502,502,337,What is the parameter value for the horizon?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,6.732181333,2025-11-19T11:16:52.781278+00:00
1742,1742,336,Which approach has the highest AUPR?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.189270125,2025-11-19T11:16:53.118371+00:00
383,383,340,Which reference uses the most tools?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,4.633282416,2025-11-19T11:16:53.757873+00:00
3207,3207,341,What is the average of the fast values for f$_{0}$ (pN) and ϕ (s - $^{1}$)?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.126642166,2025-11-19T11:16:53.809252+00:00
2610,2610,342,What is the difference in PQ$_{unk}$ [%] between Con2MAV (ours) and Void-train for K% = 20?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.307499083,2025-11-19T11:16:54.380161+00:00
445,445,339,Which cell type has a proportion of zero?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.582759541,2025-11-19T11:16:54.423503+00:00
1194,1194,343,Which method under 'Efficiency' has a higher average length of tasks completed in a row?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.92809375,2025-11-19T11:16:56.709532+00:00
4854,4854,346,How many models have increasing R@1 scores from 150m to 300m?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.373161667,2025-11-19T11:16:57.182529+00:00
6976,6976,344,What is the sum of all IB-AI values?,51,Geometry,"MSC code: 51
Domain: Geometry",gpt-5-mini,5.003360584,2025-11-19T11:16:58.122069+00:00
4468,4468,345,"Which algorithm has the same mean, maximum, and minimum values?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.936647292,2025-11-19T11:16:59.694646+00:00
5116,5116,348,How many times larger is the bottom substrate thickness compared to the top substrate thickness?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,6.910303959,2025-11-19T11:17:01.333932+00:00
7903,7903,347,What is the total difference in scores between MLP Adapted Features and Frozen DINOv2 Features across all three columns?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,7.09169775,2025-11-19T11:17:01.472049+00:00
3809,3809,351,Which model has an F1 score of 95.07 for the Stralign dataset?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.859941791,2025-11-19T11:17:01.982148+00:00
5480,5480,349,What is the difference in number of parameters between the largest and smallest models?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.684346833,2025-11-19T11:17:03.394060+00:00
6152,6152,350,What is the value of χ_mm^yy χ_ee^xx in the third row?,78,"Optics, electromagnetic theory","MSC code: 78
Domain: Optics, electromagnetic theory",gpt-5-mini,7.712230167,2025-11-19T11:17:04.894917+00:00
3626,3626,352,Which reference is associated with 'TRADES-AT'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.085104083,2025-11-19T11:17:05.779931+00:00
3191,3191,354,At how many layers is the AP$_{c}$ value first above 25?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.668970208,2025-11-19T11:17:06.141148+00:00
6770,6770,353,How many methods have a negative FWT value for PointMaze Streams?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.003691,2025-11-19T11:17:06.337745+00:00
3113,3113,357,Which dataset has the lowest score in the TruthfulQA column?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.632523333,2025-11-19T11:17:08.527623+00:00
2495,2495,358,What is the difference in LPIPS for the 'Dog' category between '3DGS' and 'Ours'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.822194459,2025-11-19T11:17:09.602299+00:00
4065,4065,360,What is the average number of Training Parameters for Maskomaly and Mask2Anomaly?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.446377833,2025-11-19T11:17:09.784334+00:00
4578,4578,355,What is the ratio of a to h?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,7.842885291,2025-11-19T11:17:09.825178+00:00
7750,7750,359,What is the difference in Max Drawdown between the best and worst performing models for FeaComb 2?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.101335167,2025-11-19T11:17:10.242699+00:00
348,348,356,What is the difference in shape error between CVAE and Diffusion methods?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.916543125,2025-11-19T11:17:10.310775+00:00
7523,7523,361,Which section has the highest page number?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,4.606682458,2025-11-19T11:17:13.134499+00:00
2431,2431,362,What is the average PPL. value for all models?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.660908791,2025-11-19T11:17:13.263348+00:00
6648,6648,366,What is the difference between the highest and lowest Peak recall values?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.52894225,2025-11-19T11:17:13.839900+00:00
4283,4283,365,Which configuration has the lowest FVD value?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.7246175,2025-11-19T11:17:14.967481+00:00
6884,6884,363,What is the sum of the MCC (%) values for NTv2+DNABERT2 across the EPI task in both Pretrained and Frozen sections?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.200950292,2025-11-19T11:17:14.985420+00:00
7229,7229,364,Which model has the lowest IDK-IDK value?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,6.154523458,2025-11-19T11:17:15.979833+00:00
4701,4701,368,What is the average of all the values in the swauto column?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.087347125,2025-11-19T11:17:16.351363+00:00
2482,2482,369,What is the difference between σ$_{LSQ}$ ( ˆ C$_{ijαβ}$ ) ( case B ) for coefficient #5 and coefficient #17?,74,Mechanics of deformable solids,"MSC code: 74
Domain: Mechanics of deformable solids",gpt-5-mini,4.315036,2025-11-19T11:17:18.155084+00:00
